"","Month","Series_ID","Title","Employed"
"60180",1947 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60181",1947 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60182",1947 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60183",1947 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60184",1947 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60185",1947 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60186",1947 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60187",1948 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60188",1948 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60189",1948 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60190",1948 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60191",1948 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60192",1948 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60193",1948 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60194",1948 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60195",1948 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60196",1948 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60197",1948 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60198",1948 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60199",1949 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60200",1949 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60201",1949 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60202",1949 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60203",1949 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60204",1949 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60205",1949 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60206",1949 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60207",1949 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60208",1949 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60209",1949 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60210",1949 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60211",1950 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60212",1950 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60213",1950 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60214",1950 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60215",1950 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60216",1950 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60217",1950 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60218",1950 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60219",1950 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60220",1950 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60221",1950 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60222",1950 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60223",1951 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60224",1951 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60225",1951 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60226",1951 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60227",1951 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60228",1951 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60229",1951 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60230",1951 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60231",1951 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60232",1951 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60233",1951 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60234",1951 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60235",1952 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60236",1952 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60237",1952 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60238",1952 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60239",1952 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60240",1952 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60241",1952 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60242",1952 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60243",1952 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60244",1952 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60245",1952 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60246",1952 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60247",1953 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60248",1953 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60249",1953 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60250",1953 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60251",1953 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60252",1953 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60253",1953 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60254",1953 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60255",1953 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60256",1953 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60257",1953 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60258",1953 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60259",1954 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60260",1954 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60261",1954 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60262",1954 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60263",1954 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60264",1954 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60265",1954 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60266",1954 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60267",1954 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60268",1954 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60269",1954 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60270",1954 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60271",1955 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60272",1955 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60273",1955 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60274",1955 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60275",1955 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60276",1955 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60277",1955 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60278",1955 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60279",1955 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60280",1955 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60281",1955 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60282",1955 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60283",1956 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60284",1956 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60285",1956 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60286",1956 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60287",1956 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60288",1956 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60289",1956 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60290",1956 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60291",1956 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60292",1956 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60293",1956 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60294",1956 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60295",1957 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60296",1957 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60297",1957 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60298",1957 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60299",1957 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60300",1957 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60301",1957 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60302",1957 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60303",1957 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60304",1957 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60305",1957 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60306",1957 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60307",1958 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60308",1958 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60309",1958 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60310",1958 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60311",1958 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60312",1958 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60313",1958 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60314",1958 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60315",1958 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60316",1958 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60317",1958 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60318",1958 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60319",1959 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60320",1959 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60321",1959 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60322",1959 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60323",1959 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60324",1959 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60325",1959 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60326",1959 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60327",1959 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60328",1959 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60329",1959 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60330",1959 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60331",1960 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60332",1960 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60333",1960 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60334",1960 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60335",1960 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60336",1960 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60337",1960 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60338",1960 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60339",1960 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60340",1960 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60341",1960 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60342",1960 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60343",1961 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60344",1961 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60345",1961 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60346",1961 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60347",1961 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60348",1961 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60349",1961 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60350",1961 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60351",1961 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60352",1961 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60353",1961 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60354",1961 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60355",1962 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60356",1962 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60357",1962 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60358",1962 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60359",1962 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60360",1962 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60361",1962 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60362",1962 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60363",1962 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60364",1962 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60365",1962 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60366",1962 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60367",1963 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60368",1963 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60369",1963 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60370",1963 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60371",1963 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60372",1963 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60373",1963 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60374",1963 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60375",1963 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60376",1963 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60377",1963 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60378",1963 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60379",1964 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60380",1964 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60381",1964 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60382",1964 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60383",1964 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60384",1964 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60385",1964 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60386",1964 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60387",1964 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60388",1964 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60389",1964 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60390",1964 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60391",1965 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60392",1965 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60393",1965 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60394",1965 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60395",1965 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60396",1965 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60397",1965 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60398",1965 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60399",1965 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60400",1965 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60401",1965 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60402",1965 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60403",1966 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60404",1966 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60405",1966 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60406",1966 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60407",1966 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60408",1966 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60409",1966 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60410",1966 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60411",1966 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60412",1966 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
